Date,btc_price,btc_volume,eth_price,eth_volume,bnb_price,bnb_volume,sol_price,sol_volume,xrp_price,xrp_volume,ada_price,ada_volume,avax_price,avax_volume,doge_price,doge_volume,dot_price,dot_volume,trx_price,trx_volume
,BTC-USD,BTC-USD,ETH-USD,ETH-USD,BNB-USD,BNB-USD,SOL-USD,SOL-USD,XRP-USD,XRP-USD,ADA-USD,ADA-USD,AVAX-USD,AVAX-USD,DOGE-USD,DOGE-USD,DOT-USD,DOT-USD,TRX-USD,TRX-USD
2022-10-05,20160.716796875,33223790572,1352.837158203125,9774451820,294.1376647949219,656837388,34.073883056640625,655950188,0.48968300223350525,2480530357,0.4312730133533478,442089311,17.373703002929688,176999979,0.06473500281572342,606625264,6.435239791870117,192321491,0.06242600083351135,290676174
2022-10-06,19955.443359375,34711412966,1351.70947265625,12033514861,286.6341552734375,1010110227,33.34281921386719,712289836,0.49318400025367737,1913140571,0.4286870062351227,429115801,17.037782669067383,189856862,0.06344400346279144,387962671,6.337180137634277,203714376,0.06278400123119354,344121613
2022-10-07,19546.849609375,29227315390,1332.5169677734375,10061619355,283.18267822265625,952606066,33.00146484375,649212486,0.5182780027389526,2627481992,0.4243200123310089,412845097,16.90461540222168,158335012,0.06240899860858917,299717356,6.331758975982666,175682476,0.06249900162220001,299943015
2022-10-08,19416.568359375,16437423167,1315.50048828125,5804676208,276.4695739746094,604706997,32.57793426513672,367021196,0.5171129703521729,1771062053,0.4217360019683838,295762328,16.785358428955078,92577197,0.061677999794483185,169254316,6.307404041290283,125045671,0.06207200139760971,252050650
2022-10-09,19446.42578125,16837262532,1322.604248046875,5486230123,278.2380676269531,570350814,32.913883209228516,405849928,0.5340610146522522,1789206998,0.4230720102787018,280279986,16.903053283691406,89206882,0.06215599924325943,158280272,6.475232124328613,158042992,0.06242699921131134,226469326
2022-10-10,19141.484375,27425022774,1291.337646484375,8794491050,271.8060607910156,655201928,31.970834732055664,640691958,0.49701398611068726,2359086772,0.4018009901046753,522186013,16.238502502441406,159927573,0.05951299890875816,254559947,6.2617621421813965,195297282,0.06283199787139893,565904749
2022-10-11,19051.41796875,28711532910,1279.57568359375,9274845260,271.37139892578125,584301468,30.77686882019043,733071932,0.48539701104164124,2303743073,0.3905400037765503,647675205,15.951668739318848,198036643,0.06025800108909607,295967661,6.179375171661377,177284451,0.06162700057029724,352174118
2022-10-12,19157.4453125,24950173846,1294.9063720703125,8355638578,270.97100830078125,546926291,31.165485382080078,490127096,0.48837000131607056,1375026360,0.3813000023365021,470666876,15.961630821228027,116523361,0.059881001710891724,199133108,6.176181793212891,141021054,0.06177600100636482,475164602
2022-10-13,19382.904296875,44219840004,1288.1239013671875,17499038202,271.8514099121094,1124480167,30.544519424438477,1302451856,0.4808120131492615,2840221578,0.3776380121707916,1059234268,15.671713829040527,369779404,0.05967399850487709,466439562,6.116868019104004,341437050,0.0610090009868145,484368346
2022-10-14,19185.65625,38452356727,1297.422119140625,13113767755,269.5671691894531,809144930,30.007417678833008,836283411,0.4889659881591797,2184144921,0.36685100197792053,563104935,15.68238353729248,207908886,0.058642998337745667,242691429,6.044194221496582,196246835,0.06394100189208984,698236582
2022-10-15,19067.634765625,16192235532,1274.8717041015625,6798512624,268.4040832519531,491674298,29.575347900390625,547825492,0.48150700330734253,842401177,0.36374399065971375,349542728,15.440478324890137,114054506,0.05857999995350838,182208164,6.052940845489502,122905460,0.06182299926877022,476732078
2022-10-16,19268.09375,17988916650,1306.296630859375,7491625206,272.51995849609375,563344666,30.168840408325195,608389719,0.47701001167297363,1028960255,0.37028101086616516,337167739,15.755318641662598,127163510,0.05891399830579758,162246280,6.18602991104126,148292090,0.061820998787879944,300535408
2022-10-17,19550.7578125,27472552998,1331.713623046875,9401189650,275.5125732421875,594844795,31.224876403808594,658840500,0.4799180030822754,1476868338,0.3723450005054474,360241999,16.18509864807129,171491982,0.05993499979376793,174261450,6.2531352043151855,174751363,0.06266500055789948,350961967
2022-10-18,19334.416015625,30580012344,1310.447021484375,10416747806,273.2145690917969,599934776,30.164331436157227,715092973,0.4659770131111145,1380317427,0.3618200123310089,435708572,15.871760368347168,195129666,0.059776000678539276,239236218,6.15846586227417,194319444,0.06216999888420105,334605707
2022-10-19,19139.53515625,22425387184,1285.7442626953125,8350692785,271.9813537597656,497761035,28.900798797607422,697269954,0.45122700929641724,1434466929,0.3500320017337799,430500856,15.107032775878906,204882796,0.058713000267744064,287297160,6.106726169586182,202730656,0.06178300082683563,384236864
2022-10-20,19053.740234375,24493974420,1283.200927734375,9009111996,269.2712707519531,539795617,28.08509635925293,803871622,0.4480839967727661,1712992943,0.340254008769989,497190070,15.187332153320312,233552043,0.05953599885106087,241388629,5.885611057281494,217674629,0.062212999910116196,309499843
