Date,btc_price,btc_vol_M,eth_price,eth_vol_M,bnb_price,bnb_vol_M,sol_price,sol_vol_M,xrp_price,xrp_vol_M,ada_price,ada_vol_M,avax_price,avax_vol_M,doge_price,doge_vol_M,dot_price,dot_vol_M,trx_price,trx_vol_M
2022-02-09,44338.796875,23245.89,3239.45703125,13951.31,422.4655456542969,1601.75,114.01937866210938,1844.04,0.8706269860267639,3760.27,1.1948100328445437,1239.46,90.02086639404297,1053.17,0.1591230034828186,778.67,21.93041229248047,952.9,0.0698200017213821,1096.02
2022-02-10,43565.11328125,32142.05,3077.482177734375,18629.49,415.1192321777344,2037.89,106.20280456542967,2534.26,0.8300099968910217,3535.0,1.1524779796600342,1810.26,91.13622283935548,1616.54,0.1518889963626861,1053.63,20.635053634643555,1497.57,0.0686599984765052,1231.34
2022-02-11,42407.9375,26954.93,2927.383544921875,16043.88,400.4223937988281,1714.65,96.3818817138672,2244.85,0.7602260112762451,3346.2,1.080346941947937,1395.76,81.73299407958984,1323.31,0.1448470056056976,776.73,18.96244239807129,1383.74,0.0640479996800422,1361.74
2022-02-12,42244.46875,18152.39,2917.36279296875,11254.36,403.3897399902344,1372.52,95.91820526123048,1722.52,0.8224080204963684,3457.26,1.0581990480422974,1401.19,81.24567413330078,1123.4,0.1444050073623657,602.7,18.81874084472656,982.93,0.0634879991412162,1088.29
2022-02-13,42197.515625,14741.59,2883.46337890625,9054.96,398.88677978515625,1151.51,93.24410247802734,1150.01,0.8102729916572571,2504.2,1.0458190441131592,1066.21,78.24311828613281,676.96,0.14894799888134,1581.07,18.831485748291016,741.04,0.0644640028476715,971.65
2022-02-14,42586.91796875,20827.78,2933.47900390625,12164.55,403.6607971191406,1269.08,96.43327331542967,1787.24,0.8022180199623108,2401.3,1.050266981124878,1261.58,82.01966857910156,865.0,0.1460029929876327,898.04,18.714754104614254,834.38,0.0645489990711212,858.66
2022-02-15,44575.203125,22721.66,3179.877197265625,13921.26,432.4093933105469,2538.88,104.87330627441406,2134.58,0.8523330092430115,2249.71,1.1075860261917114,1370.17,92.67250061035156,1272.96,0.151760995388031,674.96,20.144676208496094,891.62,0.0668469965457916,925.06
2022-02-16,43961.859375,19792.55,3127.830078125,12352.41,427.9181213378906,1670.79,101.93289947509766,1908.95,0.8390359878540039,2165.01,1.0849809646606443,1028.92,95.34611511230467,1729.55,0.1490949988365173,505.59,19.80115509033203,890.28,0.0664710029959678,895.49
2022-02-17,40538.01171875,26246.66,2881.48193359375,15860.21,402.4500427246094,1644.01,93.4104232788086,1872.5,0.7671729922294617,2798.02,1.0198949575424194,1093.33,88.12377166748047,1798.31,0.1385519951581955,721.38,18.109920501708984,1081.61,0.0624799989163875,1053.18
2022-02-18,40030.9765625,23310.01,2785.7275390625,15748.17,399.5691833496094,1554.51,90.06546020507812,1669.25,0.7858899831771851,2913.09,0.9971129894256592,1288.74,83.83697509765625,1283.02,0.1387680023908615,563.82,17.845699310302734,918.69,0.0631470009684562,891.05
